,TIME,CAP,TEX,CAN,LIS,SAL,STO,TAL,VES,REY,LON,SIC,KK,LAU,SPL,PET
0,11:00:00,65.9399,9.08137,55.96619403,13.269,-21.8588,33.3951,9.55645,-144.138999,60.1819,-78.1297,-21.8068,18.1998,29.1219,36.8277,36.9894
1,11:00:01,69.2158,7.41051,56.04781343,12.61,-22.7871,33.9255,9.76259,-151.676636,65.7565,-78.2633,-21.359,17.1489,28.2688,35.7463,36.6418
2,11:00:02,72.4922,4.60216,56.12943284,13.96,-25.6557,32.221,8.90416,-159.214273,68.9278,-78.3969,-21.3363,15.0818,27.7712,35.1368,36.2396
3,11:00:03,73.3272,1.74548,56.21105224,15.922,-30.7897,27.3036,8.28589,-165.136954,74.1413,-78.5306,-20.6612,13.4054,27.727,35.701,35.4192
4,11:00:04,74.3524,-1.19711,56.29267164,19.192,-31.4532,18.999,9.21918,-181.04536,76.1846,-78.6642,-19.1904,11.7627,26.5195,36.555,35.0328
5,11:00:05,75.3428,-3.8893,56.37429104,17.682,-35.6162,10.3059,10.1937,-190.387046,78.4644,-78.7978,-16.6536,10.5201,24.5425,35.4753,32.9374
6,11:00:06,75.5026,-5.48025,56.45591045,17.848,-34.581,2.53314,9.37432,-209.285392,79.6526,-78.9314,-13.7171,9.86291,23.0148,34.7154,31.4193
7,11:00:07,75.0076,-5.50627,56.53752985,15.641,-34.4715,-5.51179,10.1601,-222.035634,80.5398,-79.065,-9.11543,9.53279,21.2928,33.7762,30.0021
8,11:00:08,72.9171,-3.86167,56.61914925,17.677,-35.615,-11.4084,9.46664,-226.02673,78.8306,-79.1986,-5.71185,8.94975,20.667,32.3733,29.4801
9,11:00:09,69.9945,-1.73693,56.70076866,20.588,-34.4164,-17.1359,8.20344,-223.358982,76.2648,-79.3322,-5.39868,8.11106,19.823,30.1299,29.6014
10,11:00:10,65.6841,-0.143156,56.78238806,21.201,-34.5986,-24.6166,8.7938,-215.203877,72.6166,-79.4658,-2.15283,7.71339,19.743,29.4666,27.4808
11,11:00:11,61.153,1.97272,56.86400746,24.073,-32.5075,-32.2543,8.96645,-207.628629,67.7279,-79.5995,0.734779,6.33057,19.1142,28.6314,24.6777
12,11:00:12,56.9429,3.47832,56.94562687,30.42,-29.9503,-41.0842,8.88849,-202.888599,61.069,-79.7331,2.25603,5.66901,17.2289,27.4456,23.2674
13,11:00:13,52.8709,4.63589,57.02724627,33.891,-31.0047,-49.7931,6.72846,-212.330469,54.5167,-79.8667,3.5716,4.91288,13.3964,26.7326,22.8512
