,TIME,CAP,TEX,CAN,LIS,SAL,STO,TAL,VES,REY,LON,SIC,KK,LAU,SPL,PET
1070,11:17:50,76.3773,-15.3073,267.207,-13.612,17.3414,-69.0998,-1.97515,-124.88338,-11.4602,-48.3006,-25.7639,-17.3255,-17.9842,21.0184,0.686601
1071,11:17:51,74.8919,-14.8986,271.757,-12.578,16.3882,-65.2034,-2.21127,-103.485999,-11.7304,-50.0262,-26.4268,-17.8366,-16.069,19.0313,1.59647
1072,11:17:52,73.6416,-14.8623,272.838,-14.589,15.1686,-62.247,-4.35299,-80.272995,-11.3321,-48.6892,-26.7766,-18.7304,-14.938,17.0592,3.31808
1073,11:17:53,71.7521,-15.1673,269.893,-13.664,16.0711,-60.7226,-5.47062,-50.310744,-10.315,-48.5217,-27.3702,-19.6856,-15.4494,17.7244,6.56008
1074,11:17:54,68.69,-15.4574,264.537,-11.491,13.3464,-57.6295,-5.2164,-30.685779,-10.9487,-49.6095,-27.7261,-19.7383,-16.9872,17.1727,9.27108
1075,11:17:55,67.277,-16.8555,263.594,-14.906,13.3239,-55.0751,-5.19374,-25.712932,-10.9721,-50.7374,-27.9572,-20.2769,-15.5503,17.7618,9.31037
1076,11:17:56,66.5698,-17.5746,266.234,-16.21,12.1355,-51.5351,-6.82358,-25.979707,-12.045,-51.398,-25.2437,-19.3203,-11.7526,16.1934,7.33747
1077,11:17:57,64.9716,-18.3831,268.572,-14.628,9.85919,-48.1563,-8.85783,-21.176599,-12.5199,-51.6166,-22.8659,-15.8477,-8.33296,14.953,5.39465
1078,11:17:58,60.9627,-19.1307,267.431,-14.589,7.36583,-44.4663,-9.52602,-24.604501,-13.3197,-51.2007,-21.0953,-14.015,-8.7479,13.2826,5.15735
1079,11:17:59,56.6146,-20.0793,264.137,-17.634,4.15942,-42.112,-10.0289,-24.356681,-13.5585,-50.6214,-19.9844,-13.4145,-9.17408,13.8406,6.36901
1080,11:18:00,54.2762,-20.8233,259.445,-16.069,-0.275207,-40.3701,-9.88888,-13.563296,-13.4896,-51.4502,-19.4034,-11.8516,-10.0125,14.2068,6.27424
1081,11:18:01,50.5298,-21.421,257.227,-12.072,-2.62649,-37.6366,-11.5183,-7.07061,-13.3565,-52.6781,-19.5982,-11.3948,-11.8837,13.2039,5.32508
1082,11:18:02,46.4786,-21.518,258.173,-10.211,-5.09538,-33.0559,-14.3788,-10.754636,-16.7911,-54.788,-18.7064,-11.222,-13.5861,12.595,2.05795
1083,11:18:03,40.3513,-21.7019,263.445,-9.318,-7.33772,-27.9559,-16.2141,-35.625268,-18.6481,-56.8878,-17.364,-9.97165,-13.7273,12.1807,-0.765008
1084,11:18:04,34.1935,-21.4781,268.399,-11.759,-8.81124,-22.9438,-15.9696,-53.242174,-23.6124,-57.0435,-16.031,-8.45375,-15.032,12.3546,0.068436
1085,11:18:05,29.2199,-20.9018,271.579,-12.464,-9.40702,-17.5621,-13.8935,-63.23185,-26.0637,-55.3441,-15.3265,-6.94946,-15.931,12.2646,1.03256
1086,11:18:06,23.2445,-20.6814,274.875,-12.535,-11.022,-11.8772,-16.4228,-57.041221,-28.8226,-54.8068,-13.8084,-4.9788,-17.6879,12.293,2.21166
1087,11:18:07,17.531,-21.009,277.544,-12.188,-10.394,-6.68767,-16.3307,-41.367414,-31.3662,-54.9463,-13.0587,-2.27666,-18.263,12.7154,3.55664
1088,11:18:08,11.4828,-20.4605,278.534,-12.725,-10.9712,-0.874839,-18.3268,-16.4714,-33.5865,-54.9457,-14.3964,-0.118112,-16.1006,11.7048,4.10819
1089,11:18:09,6.71423,-19.4622,280.829,-13.641,-9.84265,4.13295,-18.2945,2.391099,-34.9763,-55.3761,-15.8852,1.37031,-13.0688,10.6456,4.95152
1090,11:18:10,0.547675,-18.6722,281.767,-10.701,-9.12192,6.47067,-20.1475,10.251057,-36.8499,-56.7013,-17.831,3.73778,-10.0012,10.5197,5.86655
1091,11:18:11,-5.92813,-18.3497,281.564,-12.469,-8.79953,8.83949,-20.1263,-2.03313,-36.8396,-59,-18.3796,5.70402,-9.24498,11.2292,7.89779
1092,11:18:12,-10.411,-18.8093,282.677,-17.08,-9.27306,10.9171,-18.0981,-12.473272,-35.9382,-60.6333,-18.1736,6.40241,-8.88521,10.984,9.39876
1093,11:18:13,-14.0362,-18.8996,282.956,-19.114,-9.44762,13.1206,-17.3914,-49.046412,-34.4861,-64.0311,-17.7615,7.91376,-7.73495,10.7196,8.74062
1094,11:18:14,-17.242,-19.6238,278.359,-15.235,-10.7775,14.1374,-16.6678,-80.715846,-32.5902,-68.6454,-17.8332,8.95292,-7.2735,9.22048,8.05739
1095,11:18:15,-19.1967,-20.2807,270.263,-13.159,-9.76488,12.8851,-16.2293,-97.172884,-30.7939,-73.611,-18.9162,8.59625,-7.40722,7.86213,7.61009
1096,11:18:16,-22.0886,-20.3685,261.082,-15.373,-9.37388,9.38793,-13.9217,-87.972697,-28.5728,-77.6379,-19.6285,7.61906,-7.91122,7.08436,7.39929
1097,11:18:17,-24.7516,-20.4531,249.037,-16.932,-11.9582,4.17375,-14.4665,-80.377762,-25.8239,-79.3591,-20.7107,7.13638,-7.63804,6.93513,7.91936
1098,11:18:18,-29.9692,-21.4563,237.702,-16.392,-12.283,-0.180213,-17.5226,-56.410388,-22.8855,-80.1181,-20.9225,6.33109,-8.86448,7.86848,8.41703
1099,11:18:19,-34.5569,-21.7308,228.013,-16.412,-12.4175,-5.66213,-17.8422,-43.213035,-19.131,-80.9076,-20.0374,5.16604,-8.83049,7.81513,7.71306
1100,11:18:20,-37.9526,-21.7058,225.507,-18.103,-12.4076,-10.813,-19.5926,-40.776378,-14.4135,-78.615,-18.3303,3.49346,-8.0602,7.19445,7.21385
1101,11:18:21,-40.954,-21.0006,227.394,-17.904,-12.3839,-13.5658,-17.3566,-43.912307,-10.2189,-75.6332,-17.2266,2.5408,-8.70299,6.55679,5.84371
1102,11:18:22,-44.3401,-20.2415,231.981,-16.158,-12.7186,-17.8411,-16.1903,-64.763874,-4.96151,-73.2091,-17.5682,1.70092,-9.344,5.59233,4.51552
1103,11:18:23,-45.7161,-19.8143,232.247,-14.283,-12.3281,-21.0927,-15.9356,-80.572055,-0.308451,-72.6092,-15.9643,-1.113,-11.0417,5.15249,3.603
1104,11:18:24,-47.4059,-18.6773,232.088,-14.534,-14.0388,-25.3888,-12.5446,-98.303208,5.44075,-72.7824,-15.5765,-3.86224,-13.0708,6.16359,1.71797
1105,11:18:25,-46.4949,-17.7141,230.675,-15.81,-14.8856,-30.3904,-14.3772,-111.495041,8.74616,-72.736,-15.7881,-5.58275,-13.2991,6.39451,0.532549
1106,11:18:26,-45.6955,-17.3441,235.9,-18.013,-16.0106,-35.2391,-12.9837,-111.72248,10.2593,-72.9199,-16.1113,-6.80135,-13.3965,4.14623,-1.06751
1107,11:18:27,-44.9363,-17.0542,250.06,-17.508,-16.3368,-40.9687,-12.3798,-100.407001,11.5775,-73.0231,-15.4263,-7.82932,-12.8173,1.28392,-2.61118
1108,11:18:28,-44.2495,-17.5172,268.901,-14.279,-14.3922,-46.2897,-12.6208,-88.634376,12.3316,-71.7154,-13.9645,-7.39456,-12.5155,-1.64321,-3.16642
1109,11:18:29,-44.0701,-18.0702,281.234,-16.841,-15.1179,-51.0119,-11.0351,-89.622172,15.5061,-70.208,-13.6882,-8.17472,-11.1342,-2.51051,-4.11594
1110,11:18:30,-42.8735,-18.4775,285.439,-17.492,-15.3893,-55.9144,-9.30374,-97.300434,16.4847,-70.8051,-13.9992,-8.63352,-11.7081,-4.00879,-3.54867
1111,11:18:31,-42.7547,-17.5091,280.616,-14.528,-15.734,-61.9418,-8.50534,-108.109136,16.0526,-75.1727,-14.7429,-10.2201,-11.6235,-5.91188,-2.43656
1112,11:18:32,-44.3662,-16.4984,273.243,-13.426,-14.0358,-65.7946,-5.95151,-115.03769,16.8328,-81.1364,-15.4962,-11.0429,-12.8591,-6.33065,-2.24147
1113,11:18:33,-44.8605,-15.4097,269.7,-16.048,-13.9298,-68.0449,-5.10499,-105.028157,16.0313,-85.6624,-16.5713,-12.2257,-13.4979,-4.28155,-4.65791
1114,11:18:34,-46.4839,-14.4142,267.542,-17.23,-15.2926,-69.2136,-2.49771,-90.763551,15.8659,-89.9723,-17.6054,-13.701,-12.3648,-3.34824,-7.90184
1115,11:18:35,-46.1112,-13.896,261.917,-15.385,-16.334,-69.7212,-3.91347,-86.332524,16.2438,-92.8089,-17.7412,-15.3466,-11.2204,-6.49118,-9.13789
1116,11:18:36,-45.3191,-13.7673,259.051,-15.014,-16.9971,-71.2132,-2.09503,-90.785841,17.556,-95.3653,-17.9932,-14.2487,-11.0821,-8.17754,-9.39034
1117,11:18:37,-43.7544,-13.2914,258.849,-15.141,-19.0825,-72.8049,-0.942728,-97.685804,20.5131,-98.2585,-17.875,-12.3283,-11.1282,-8.4764,-10.4974
1118,11:18:38,-46.4474,-12.708,260.173,-17.786,-19.5781,-73.0898,-1.51986,-106.454116,22.4703,-98.9477,-18.0774,-13.0336,-10.8574,-5.84403,-12.5331
1119,11:18:39,-47.1183,-12.2865,262.221,-18.35,-21.7122,-72.4663,0.131029,-107.227705,22.9737,-98.757,-19.9542,-14.8016,-9.11047,-1.27059,-15.2369
1120,11:18:40,-46.0797,-11.6319,262.975,-16.837,-21.0238,-72.0719,1.6408,-107.194643,23.0005,-99.6944,-20.8225,-14.8833,-7.62124,-0.039225,-17.6696
1121,11:18:41,-46.3116,-10.4386,259.662,-15.627,-21.6638,-70.8807,2.16079,-131.211004,24.8466,-100.615,-19.5438,-14.5936,-4.39248,-0.959443,-18.0905
1122,11:18:42,-47.0293,-9.13359,253.43,-18.959,-23.6532,-68.8274,0.632584,-134.884649,26.0363,-100.114,-19.5122,-14.9471,-1.96462,-3.42337,-17.1409
1123,11:18:43,-48.1232,-8.55058,244.786,-21.239,-21.1665,-67.6906,1.12953,-134.774288,26.2163,-96.7128,-17.0677,-16.7678,0.225666,-6.45627,-15.748
1124,11:18:44,-49.1737,-10.204,237.137,-19.001,-19.8885,-68.7657,0.720738,-143.29386,25.7225,-92.5615,-16.8359,-17.0002,1.88786,-7.93424,-15.6921
1125,11:18:45,-48.4447,-9.37974,227.725,-17.475,-16.2867,-68.1377,-0.537211,-154.452233,22.7314,-88.6302,-16.0193,-16.9359,3.41174,-6.34236,-16.712
1126,11:18:46,-46.6018,-11.4262,216.874,-18.018,-15.1659,-64.3473,-1.788,-164.664393,20.8532,-84.9885,-16.8079,-15.8015,5.57313,-4.94993,-16.4905
1127,11:18:47,-44.2897,-12.8303,206.714,-18.971,-13.2892,-63.2725,-0.10684,-164.044388,18.1778,-81.5336,-16.5905,-15.7386,8.69954,-3.89927,-16.2376
1128,11:18:48,-42.9273,-14.0717,196.876,-17.813,-11.2624,-63.598,-1.22596,-154.179003,16.7926,-79.2101,-16.4339,-17.4659,11.5735,-6.59717,-14.7595
1129,11:18:49,-41.3863,-14.8836,183.43,-17.172,-11.4865,-63.8428,-0.220033,-156.437764,11.9459,-76.6956,-14.9878,-19.0764,13.8845,-9.72695,-13.2574
1130,11:18:50,-40.3133,-15.9216,167.853,-18.585,-10.8041,-64.899,0.201268,-161.544109,9.59342,-75.6791,-14.8679,-20.4879,13.8572,-11.971,-12.8143
1131,11:18:51,-38.3527,-15.3914,154.702,-18.089,-8.73366,-63.5904,1.54131,-168.687381,6.72156,-75.5929,-14.7661,-21.0165,15.3104,-12.4466,-10.9914
1132,11:18:52,-37.8197,-13.8141,148.94,-19.055,-10.2874,-58.4096,0.679295,-167.652096,5.82822,-77.6805,-14.7424,-21.9139,15.8062,-10.694,-9.0996
1133,11:18:53,-35.5689,-12.0264,151.821,-20.491,-9.48177,-52.2805,0.317004,-185.885935,7.78813,-80.0049,-14.3901,-23.3581,17.3162,-8.82681,-8.87391
1134,11:18:54,-32.8947,-10.9561,154.658,-19.816,-11.1977,-47.2747,-1.43137,-211.64636,8.34501,-81.0097,-15.4996,-24.3303,18.2155,-8.09895,-9.38105
1135,11:18:55,-28.3471,-10.3911,156.729,-23.286,-10.8987,-42.4226,-3.56512,-234.328488,11.8203,-81.6998,-14.8787,-24.1794,21.0399,-8.64604,-9.25224
1136,11:18:56,-25.3339,-13.4381,157.192,-26.499,-12.0588,-38.6061,-2.82218,-233.216913,13.4182,-81.7739,-13.1317,-23.9928,21.9654,-9.98765,-8.32881
1137,11:18:57,-22.0183,-17.3026,156.951,-22.108,-12.9565,-36.8841,-3.01905,-204.538315,13.248,-83.0659,-9.9842,-24.7144,21.5152,-9.99929,-7.49903
1138,11:18:58,-19.4044,-19.5864,155.264,-22.186,-12.6176,-35.7227,-3.10712,-180.97766,9.5257,-83.65,-6.56972,-26.4382,21.2471,-8.39361,-7.52049
1139,11:18:59,-15.4502,-20.6385,156.377,-24.695,-11.9802,-35.9028,-1.45473,-170.598584,7.10182,-84.4143,-3.94416,-27.6769,19.636,-7.3926,-7.61077
1140,11:19:00,-13.5643,-20.692,156.49,-25.094,-9.07497,-34.3662,-0.697367,-157.573261,7.12562,-85.4244,-2.45133,-26.9774,18.6263,-6.87229,-7.73079
1141,11:19:01,-11.8516,-20.7332,157.545,-24.898,-9.40356,-32.7962,0.11466,-144.842521,7.20406,-85.1812,-2.05297,-26.7887,16.145,-7.49968,-8.99678
1142,11:19:02,-10.5366,-20.8213,159.444,-23.15,-9.17895,-31.2629,0.306722,-131.965356,8.55948,-84.8032,-1.5536,-27.129,15.5546,-8.40742,-9.49063
1143,11:19:03,-9.97673,-20.486,161.279,-22.073,-10.7774,-28.031,0.833707,-133.500482,12.796,-85.4564,-1.23689,-28.2595,14.5736,-8.90741,-9.90352
1144,11:19:04,-9.85047,-20.2147,164.348,-26.178,-12.062,-25.2187,0.827873,-135.649363,19.7694,-84.5611,-0.811854,-28.9825,13.3546,-9.08158,-10.419
1145,11:19:05,-11.6065,-20.2714,167.268,-23.878,-11.9485,-21.8725,1.72201,-142.62191,30.8751,-84.596,0.439976,-29.9688,11.2509,-8.86562,-10.8864
1146,11:19:06,-11.6925,-20.4267,172.52,-23.306,-14.2789,-18.6373,1.33403,-149.878569,40.53,-85.7341,2.46603,-29.4655,9.81143,-10.3778,-12.1352
1147,11:19:07,-10.2681,-20.3448,175.27,-23.806,-15.1565,-16.412,0.496721,-153.048387,50.7331,-86.9214,2.77995,-29.2422,9.23019,-12.2831,-13.9784
1148,11:19:08,-7.7741,-20.3578,172.76,-21.394,-16.7453,-16.7934,0.324714,-153.850692,60.8822,-88.736,3.61633,-29.4443,8.2398,-14.9836,-15.2887
1149,11:19:09,-5.26605,-19.3895,165.492,-20.922,-19.5005,-16.8448,-0.143332,-156.805685,68.9179,-88.9162,2.55166,-29.0804,7.15734,-17.0808,-13.9529
1150,11:19:10,-1.28072,-18.0413,153.732,-17.87,-21.1083,-18.227,0.256117,-159.437753,74.6675,-87.817,2.42011,-28.3597,6.8623,-17.9278,-12.2847
1151,11:19:11,3.75285,-16.2609,137.109,-13.266,-25.4671,-20.8933,0.279966,-169.203305,80.2454,-86.4827,1.94104,-26.9447,8.21559,-17.8477,-12.2621
1152,11:19:12,3.46221,-15.1069,117.119,-16.275,-24.7384,-26.2602,0.523149,-169.764978,84.0313,-87.0974,1.57352,-26.6468,8.16784,-17.4311,-12.0623
1153,11:19:13,2.62089,-15.7916,98.822,-17.307,-27.4264,-33.3765,-1.67259,-151.32676,86.5589,-89.8466,0.595536,-26.2452,7.74391,-16.6479,-12.0383
1154,11:19:14,0.452331,-16.4055,87.881,-12.944,-27.1208,-39.2355,-1.95837,-141.664996,85.5854,-93.2636,0.093668,-25.2928,6.04926,-16.0057,-10.3494
1155,11:19:15,-0.277014,-16.3995,84.074,-5.509,-25.1997,-43.8045,-1.96539,-155.585417,82.1172,-96.7475,-1.49958,-24.7697,3.18293,-15.7655,-7.76493
1156,11:19:16,-4.15107,-16.9692,86.149,-6.934,-23.8039,-47.7628,-4.86747,-160.52661,78.9079,-100.857,-2.97806,-23.6946,1.76962,-15.8128,-5.37519
1157,11:19:17,-5.44928,-17.2577,92.414,-10.115,-25.1982,-52.5462,-4.67386,-150.848744,75.1914,-105.993,-5.12892,-22.6625,0.235725,-14.4175,-3.46036
1158,11:19:18,-8.23023,-16.9077,98.133,-8.103,-24.9701,-57.3783,-4.47582,-143.119027,72.1523,-110.952,-6.83574,-22.1132,-0.793603,-12.809,-3.42873
1159,11:19:19,-10.1996,-16.2352,102.727,-2.988,-24.0218,-62.0556,-5.23523,-131.382093,67.9719,-116.255,-5.97205,-20.2766,-0.856391,-11.6935,-2.67771
1160,11:19:20,-10.7431,-16.2492,106.445,-4.092,-25.4786,-67.3795,-7.0756,-126.409237,62.5638,-121.827,-5.09253,-18.8215,-2.33114,-10.6166,-1.2108
1161,11:19:21,-12.0835,-16.4422,113.361,-6.377,-28.3422,-70.5029,-7.02118,-134.39069,56.3583,-124.869,-4.82577,-17.7338,-4.31807,-9.99667,1.49584
1162,11:19:22,-12.5259,-16.4755,115.993,-3.858,-27.8992,-71.5656,-8.04591,-148.792669,47.6407,-126.822,-5.50778,-18.6154,-5.20513,-9.10788,3.66663
1163,11:19:23,-12.1124,-17.1208,112.297,-1.196,-30.8055,-72.4662,-7.85408,-159.565525,37.1095,-127.699,-5.92676,-19.9201,-3.94455,-7.86699,4.15548
1164,11:19:24,-11.864,-17.9691,105.062,-0.129,-30.2791,-72.6939,-9.00075,-149.997506,26.9029,-127.464,-7.82446,-21.942,-1.67523,-7.42899,3.80484
1165,11:19:25,-10.3711,-17.8235,96.31,-1.869,-31.1603,-71.9084,-7.97166,-133.900473,16.37,-126.287,-8.07264,-23.2606,-0.123473,-6.6638,3.80509
1166,11:19:26,-9.3283,-17.5135,90.795,-2.03,-30.9213,-70.313,-7.11752,-117.301503,6.0069,-126.534,-8.75032,-24.6852,0.430137,-6.08577,4.20967
1167,11:19:27,-8.27651,-17.0802,89.058,-1.016,-30.458,-66.8301,-7.39489,-108.647312,-7.21809,-125.509,-8.66595,-24.5756,0.476251,-5.16078,6.84245
1168,11:19:28,-8.79312,-17.1236,88.873,0.708,-32.5363,-64.8912,-6.23327,-105.48676,-20.0523,-123.702,-7.0747,-24.7397,-0.412002,-4.78904,8.81635
1169,11:19:29,-9.15006,-16.8555,86.519,-1.185,-31.0202,-62.141,-5.34736,-109.261288,-31.7341,-120.274,-7.37221,-23.7294,-0.260262,-4.24947,8.85531
1170,11:19:30,-9.13163,-16.474,85.395,-6.027,-28.5062,-61.9417,-2.97696,-106.177668,-40.098,-116.202,-8.08864,-23.0986,2.18219,-2.68872,7.62302
1171,11:19:31,-9.31764,-16.6051,87.35,-4.74,-27.1272,-64.1695,-2.5168,-111.989061,-48.8285,-114.641,-7.54131,-23.0991,6.77744,-1.56875,7.78327
1172,11:19:32,-10.4058,-16.2836,90.181,-1.989,-25.8717,-65.6398,-4.38012,-125.344852,-56.6501,-114.474,-8.05998,-24.0059,10.2309,-0.852788,9.53914
1173,11:19:33,-13.567,-15.3551,88.412,-3.428,-23.0763,-65.2654,-5.38481,-132.243026,-63.7368,-114.396,-8.12009,-24.6342,11.5248,-0.177533,12.4851
1174,11:19:34,-15.6834,-13.9924,82.029,-6.946,-19.8568,-63.9937,-3.66163,-127.483222,-71.6643,-113.849,-9.70581,-23.639,11.413,-0.210118,14.2981
1175,11:19:35,-16.7751,-13.0959,73.168,-7.045,-20.4498,-61.922,-3.70277,-122.711592,-77.7919,-113.054,-10.1761,-22.5783,12.349,-0.98955,14.6733
1176,11:19:36,-17.6628,-13.7486,60.731,-3.544,-18.6636,-59.262,-3.24085,-109.799619,-83.3823,-111.839,-10.4631,-21.817,13.6463,-1.32041,14.0842
1177,11:19:37,-17.6085,-14.838,46.997,-4.371,-17.2452,-56.98,-2.8692,-102.924545,-87.4213,-110.001,-9.98586,-20.1435,16.5679,-3.02965,15.1243
1178,11:19:38,-20.2378,-15.3773,31.462,-7.553,-16.3067,-54.477,-1.36677,-100.909079,-89.8242,-108.181,-9.47656,-18.794,18.1526,-3.23007,17.1562
1179,11:19:39,-20.4301,-13.8363,17.939,-4.53,-16.6546,-52.9098,-1.15153,-98.494625,-90.2141,-109.072,-8.812,-16.6661,19.1526,-4.10781,18.3102
1180,11:19:40,-21.1954,-12.1023,9.477,-7.527,-14.6764,-51.5439,0.214661,-88.629143,-90.3584,-111.426,-9.13475,-15.9169,18.2979,-3.96227,18.6098
1181,11:19:41,-22.5301,-10.4077,8.66,-7.364,-13.6898,-49.3106,0.934588,-77.073261,-89.1079,-112.118,-9.3467,-15.2102,15.0019,-3.83005,18.7639
1182,11:19:42,-24.7938,-9.17171,8.981,-7.427,-12.2643,-44.781,-0.264772,-73.01409,-87.2154,-112.267,-8.00275,-14.3549,13.1084,-5.18704,20.5909
1183,11:19:43,-26.4817,-8.18661,4.345,-6.777,-11.2877,-41.4197,-0.940536,-67.393543,-84.4621,-114.053,-5.7498,-11.897,13.2242,-6.02601,22.6469
1184,11:19:44,-26.5997,-8.04813,-3.783,-9.641,-11.6688,-37.6098,-3.12877,-68.431345,-79.4539,-117.134,-3.31763,-8.55576,13.7703,-6.85495,23.9807
1185,11:19:45,-26.5975,-7.16978,-11.929,-9.573,-10.6159,-32.7538,-3.34785,-74.403479,-72.4414,-119.46,-3.8714,-4.78584,13.5383,-6.66795,24.118
1186,11:19:46,-25.2474,-6.8173,-17.166,-9.295,-10.8301,-27.9665,-4.08193,-84.611254,-63.9417,-122.447,-4.56975,-1.2543,14.1488,-5.18142,23.1345
1187,11:19:47,-26.5324,-6.33403,-19.942,-11.74,-11.4787,-24.6304,-3.24907,-96.05051,-53.9293,-123.957,-3.21652,1.56723,12.6178,-2.8095,22.6121
1188,11:19:48,-26.2898,-5.39731,-20.488,-17.461,-11.4222,-20.8856,-5.98944,-109.99297,-43.8651,-125.374,-3.10679,2.89284,11.9992,-1.62172,21.914
1189,11:19:49,-28.0341,-3.97722,-20.871,-18.026,-12.3883,-16.7748,-6.8654,-122.064957,-34.1049,-126.183,-3.39379,4.00776,11.2335,-0.576909,22.9843
1190,11:19:50,-29.8302,-3.56164,-19.341,-17.176,-12.0961,-14.4938,-5.64046,-131.354703,-23.8158,-126.643,-3.00953,5.06488,11.7336,-0.056733,23.6223
1191,11:19:51,-30.4999,-3.39022,-14.173,-20.102,-13.1963,-12.6496,-7.50287,-152.811183,-15.9373,-126.971,-3.35413,4.42339,10.8565,0.949173,24.6703
1192,11:19:52,-31.9709,-3.68783,-3.874,-21.915,-14.7595,-10.2099,-7.76857,-176.141402,-6.69764,-128.463,-3.21522,4.64531,10.3347,2.6555,25.5747
1193,11:19:53,-32.6768,-3.26794,5.174,-17.951,-12.8889,-6.82997,-9.17746,-186.052615,2.09347,-128.062,-4.82235,5.4296,9.65439,4.59592,26.9352
1194,11:19:54,-32.1937,-0.745473,14.693,-17.88266667,-13.631,-2.96562,-9.5883,-189.738506,10.91,-127.139,-6.23132,7.36565,7.38648,6.12941,27.6413
1195,11:19:55,-31.3399,4.48273,19.982,-17.81433333,-12.4772,1.27911,-7.58218,-190.329227,20.2385,-127.292,-6.02856,9.85126,6.3894,6.63557,25.8994
1196,11:19:56,-31.747,9.32003,18.787,-17.746,-14.2982,5.13523,-7.69119,-187.654974,29.6186,-126.936,-6.38981,12.4217,5.75234,7.01425,25.3578
1197,11:19:57,-28.7347,13.8295,9.39,-19.78,-16.0554,8.98838,-9.8153,-188.059741,38.6879,-125.888,-5.35543,14.0614,5.44809,6.86612,25.1135
1198,11:19:58,-24.7968,16.9921,-5.07,-19.223,-16.536,11.4104,-10.7112,-184.498757,43.7121,-124.237,-4.46667,14.4995,5.80492,7.23339,24.7321
1199,11:19:59,-22.0827,18.9038,-14.161,-15.634,-15.0347,12.0415,-10.2083,-175.214365,48.0113,-121.329,-5.48972,15.4432,5.70746,7.79577,22.969
1200,11:20:00,-19.9635,19.4472,-19.493,-18.737,-18.5232,11.1762,-11.1578,-152.863594,46.8225,-119.679,-5.08156,15.8248,6.93965,7.42664,20.053
1201,11:20:01,-19.4299,19.4488,-21.26,-23.526,-21.357,9.83999,-10.8285,-128.248865,46.3539,-118.738,-5.34506,16.3079,8.30735,7.56126,18.5811
1202,11:20:02,-17.8159,18.9754,-22.796,-22.485,-23.7163,8.84508,-11.0887,-121.160075,43.9425,-117.563,-4.73443,17.4349,9.27921,6.72252,17.1002
1203,11:20:03,-18.0808,17.7491,-25.787,-21.117,-26.0018,6.9613,-11.9104,-121.108278,42.4076,-118.21,-5.35372,17.7406,9.51582,6.05503,16.2565
1204,11:20:04,-15.1697,16.437,-29.264,-18.941,-27.3043,3.89151,-11.1503,-119.505656,39.613,-118.302,-4.14096,18.8052,8.05235,5.07333,15.5579
1205,11:20:05,-11.056,15.8546,-31.747,-21.423,-28.7875,1.7214,-11.2023,-133.416394,37.747,-119.113,-2.81951,20.1554,5.8324,4.8808,15.938
1206,11:20:06,-8.92023,14.9886,-28.89,-24.058,-30.3112,-2.03955,-11.8616,-161.777269,35.7604,-120.195,-2.23382,21.5811,4.15539,5.07712,14.208
1207,11:20:07,-7.31685,14.7598,-24.295,-23.867,-32.2046,-7.97178,-14.6808,-188.246595,33.9178,-122.146,-3.32598,20.2218,2.98821,5.4867,12.1928
1208,11:20:08,-6.15853,15.1326,-22.25,-25.31,-32.2341,-14.1651,-15.4882,-198.382896,32.5971,-123.451,-3.94991,19.4487,1.24471,5.28567,10.9953
1209,11:20:09,-4.99251,15.7984,-24.665,-26.613,-32.8417,-18.2751,-16.1451,-190.868477,29.5122,-124.505,-5.1941,19.2568,-1.37023,4.25189,11.0266
1210,11:20:10,-5.47628,16.1053,-30.801,-27.134,-32.9927,-22.3786,-16.3186,-174.296442,26.0258,-124.495,-6.25683,19.0166,-3.7849,2.62244,11.269
1211,11:20:11,-5.61763,16.7918,-40.03,-28.214,-34.8094,-25.7306,-16.5036,-168.370291,21.5872,-124.916,-6.69246,17.9703,-3.84708,1.88674,11.0563
1212,11:20:12,-5.15195,17.4586,-50.277,-20.64,-35.0587,-30.498,-16.9101,-172.065185,19.3576,-124.864,-7.91406,17.7434,-3.97492,2.20846,10.7158
1213,11:20:13,-5.1453,17.6153,-61.616,-19.655,-36.1276,-33.8993,-16.3328,-185.676984,17.337,-125.066,-6.93252,18.2737,-2.44499,2.86613,7.9558
1214,11:20:14,-6.0119,17.0381,-72.462,-22.947,-36.8775,-38.0321,-15.6504,-186.252415,14.3045,-127.051,-5.02043,17.9008,-1.01445,2.24962,5.59112
1215,11:20:15,-5.52667,16.2362,-83.053,-24.199,-36.6405,-40.0746,-16.1653,-183.292621,12.2455,-128.303,-4.20005,16.0517,-1.5259,0.855398,4.84049
1216,11:20:16,-4.35918,15.5425,-93.252,-21.823,-32.5334,-39.1203,-16.1475,-184.460076,8.32589,-131.244,-5.3069,14.2441,-2.74076,0.066337,4.6146
1217,11:20:17,-5.37329,15.3387,-101.768,-17.481,-29.2376,-35.3392,-16.3525,-177.221818,6.36863,-134.844,-6.20026,12.0111,-2.96519,-0.413023,4.74655
1218,11:20:18,-7.60464,15.7779,-101.389,-18.822,-23.5634,-30.985,-14.9437,-172.661419,4.79175,-138.428,-7.17489,9.56726,-0.922079,0.318862,3.79564
1219,11:20:19,-7.95387,15.8448,-94.228,-20.858,-20.936,-26.7851,-15.2663,-168.101021,3.50662,-143.071,-7.0067,9.41938,1.645,1.32635,3.6235
1220,11:20:20,-6.92296,15.3547,-86.364,-18.937,-16.0039,-21.4791,-13.6916,-163.540622,2.01305,-147.031,-5.97372,9.34297,2.74303,2.18156,4.68857
1221,11:20:21,-7.48781,14.3281,-80.116,-14.002,-12.8037,-17.2368,-12.8919,-158.01186,0.747794,-150.909,-6.12275,8.26842,3.43683,3.29932,6.51697
